Date,Open,High,Low,CLose,Volume,VWAP
4-Mar-25,1165.0,1174.1,1159.25,1161.7,286826.0,-1.0
3-Mar-25,1209.8,1209.8,1156.0,1171.1,542446.0,-1.0
28-Feb-25,1201.0,1217.4,1193.3,1199.6,437656.0,-1.0
27-Feb-25,1213.55,1215.0,1201.0,1207.05,193166.0,-1.0
25-Feb-25,1213.95,1221.0,1201.0,1203.9,881729.0,-1.0
24-Feb-25,1219.4,1223.0,1210.6,1214.75,477209.0,-1.0
21-Feb-25,1229.95,1239.95,1222.35,1227.7,907589.0,-1.0
20-Feb-25,1226.25,1239.4,1223.0,1233.05,206262.0,-1.0
19-Feb-25,1222.75,1232.8,1217.6,1226.95,110206.0,-1.0
18-Feb-25,1225.25,1229.95,1216.4,1224.95,206583.0,-1.0
17-Feb-25,1215.75,1227.2,1205.15,1224.75,207944.0,-1.0
14-Feb-25,1220.0,1224.3,1206.0,1216.95,358010.0,-1.0
13-Feb-25,1218.95,1227.95,1212.15,1216.2,360188.0,-1.0
12-Feb-25,1219.95,1227.85,1193.65,1215.7,596942.0,-1.0
11-Feb-25,1263.05,1263.4,1230.0,1234.6,554854.0,-1.0
10-Feb-25,1263.8,1266.0,1245.85,1253.4,539885.0,-1.0
7-Feb-25,1266.45,1284.75,1262.0,1266.85,375026.0,-1.0
6-Feb-25,1276.6,1287.35,1270.8,1281.55,160168.0,-1.0
5-Feb-25,1284.95,1290.0,1276.15,1278.05,355650.0,-1.0
4-Feb-25,1247.05,1289.0,1246.65,1286.0,397483.0,-1.0
3-Feb-25,1250.0,1255.9,1238.0,1245.15,396687.0,-1.0
1-Feb-25,1265.0,1269.95,1241.5,1264.65,266300.0,-1.0
31-Jan-25,1257.4,1266.0,1249.5,1264.9,412707.0,-1.0
30-Jan-25,1235.0,1256.6,1232.25,1253.6,462230.0,-1.0
29-Jan-25,1237.3,1242.75,1228.45,1235.8,358148.0,-1.0
28-Jan-25,1236.6,1244.15,1218.9,1233.8,364260.0,-1.0
27-Jan-25,1239.9,1240.45,1220.05,1229.3,411760.0,-1.0
24-Jan-25,1266.9,1273.1,1244.0,1245.9,430797.0,-1.0
23-Jan-25,1274.75,1277.25,1261.55,1263.85,235409.0,-1.0
22-Jan-25,1279.0,1282.9,1268.8,1277.3,2201402.0,-1.0
21-Jan-25,1310.0,1312.85,1269.55,1272.95,1210468.0,-1.0
20-Jan-25,1319.35,1319.35,1300.55,1305.0,242236.0,-1.0
17-Jan-25,1325.1,1325.1,1284.7,1301.3,1514067.0,-1.0
16-Jan-25,1260.2,1275.0,1251.4,1268.7,391749.0,-1.0
15-Jan-25,1247.0,1256.75,1242.15,1252.3,287139.0,-1.0
14-Jan-25,1240.0,1255.05,1227.3,1238.55,837785.0,-1.0
13-Jan-25,1230.0,1245.15,1225.6,1240.05,810470.0,-1.0
10-Jan-25,1255.9,1256.7,1236.15,1242.35,498991.0,-1.0
9-Jan-25,1267.9,1269.4,1248.0,1255.0,262909.0,-1.0
8-Jan-25,1251.2,1270.7,1245.0,1264.7,881916.0,-1.0
7-Jan-25,1221.65,1243.4,1221.4,1240.9,512057.0,-1.0
6-Jan-25,1251.55,1261.7,1215.3,1218.2,782428.0,-1.0
3-Jan-25,1247.75,1262.3,1235.6,1251.35,502895.0,-1.0
2-Jan-25,1220.7,1244.5,1220.25,1241.65,529144.0,-1.0
1-Jan-25,1218.95,1226.2,1212.1,1221.65,380215.0,-1.0
31-Dec-24,1210.4,1219.05,1206.4,1215.45,444246.0,-1.0
30-Dec-24,1219.65,1223.35,1208.65,1210.9,314452.0,-1.0
27-Dec-24,1216.65,1227.6,1216.65,1220.95,653086.0,-1.0
26-Dec-24,1224.65,1228.0,1214.45,1216.6,556935.0,-1.0
24-Dec-24,1231.9,1233.45,1221.45,1223.5,268064.0,-1.0
23-Dec-24,1217.25,1227.0,1213.15,1222.1,3332773.0,-1.0
20-Dec-24,1229.95,1239.75,1202.1,1206.0,1166317.0,-1.0
19-Dec-24,1239.95,1244.95,1229.4,1230.6,424104.0,-1.0
18-Dec-24,1243.4,1259.9,1241.75,1253.05,260426.0,-1.0
17-Dec-24,1262.65,1262.65,1242.6,1245.1,639483.0,-1.0
16-Dec-24,1275.0,1281.6,1266.85,1268.05,465483.0,-1.0
13-Dec-24,1265.0,1275.15,1240.0,1273.35,1106984.0,-1.0
12-Dec-24,1275.2,1278.1,1261.05,1263.85,683512.0,-1.0
11-Dec-24,1286.5,1290.0,1275.35,1278.1,594409.0,-1.0
10-Dec-24,1290.0,1295.0,1280.75,1284.95,438986.0,-1.0
9-Dec-24,1303.0,1315.45,1292.9,1295.15,554024.0,-1.0
6-Dec-24,1326.9,1326.9,1309.8,1311.8,412701.0,-1.0
5-Dec-24,1310.75,1329.5,1306.4,1321.2,674847.0,-1.0
4-Dec-24,1326.95,1329.0,1305.0,1309.0,438492.0,-1.0
3-Dec-24,1318.85,1326.7,1307.25,1323.35,344673.0,-1.0
2-Dec-24,1291.65,1311.05,1277.0,1309.05,633384.0,-1.0
29-Nov-24,1280.0,1299.3,1274.75,1292.45,748891.0,-1.0
28-Nov-24,1291.95,1296.8,1269.25,1271.35,481819.0,-1.0
27-Nov-24,1295.75,1303.8,1286.2,1292.9,263573.0,-1.0
26-Nov-24,1296.45,1297.85,1284.0,1295.55,487024.0,-1.0
25-Nov-24,1294.8,1304.35,1282.65,1287.8,962533.0,-1.0
22-Nov-24,1229.9,1268.65,1223.05,1265.95,1055840.0,-1.0
21-Nov-24,1247.05,1247.05,1217.7,1223.2,491073.0,-1.0
19-Nov-24,1259.05,1281.0,1235.45,1241.3,397953.0,-1.0
18-Nov-24,1266.55,1273.1,1244.0,1260.65,609245.0,-1.0
14-Nov-24,1254.55,1272.5,1252.25,1267.7,799527.0,-1.0
13-Nov-24,1269.5,1275.0,1249.7,1252.25,525801.0,-1.0
12-Nov-24,1275.0,1289.4,1269.0,1273.1,592220.0,-1.0
11-Nov-24,1282.6,1285.95,1266.35,1273.05,695566.0,-1.0
8-Nov-24,1302.65,1302.8,1278.0,1284.0,927106.0,-1.0
7-Nov-24,1322.15,1324.0,1303.2,1305.65,529604.0,-1.0
6-Nov-24,1311.85,1328.45,1300.3,1325.55,873762.0,-1.0
5-Nov-24,1293.75,1309.35,1286.15,1305.95,410474.0,-1.0
4-Nov-24,1337.0,1338.6,1285.1,1302.0,1351832.0,-1.0
1-Nov-24,1339.85,1341.0,1334.3,1339.1,290859.0,-1.0
31-Oct-24,1341.9,1342.9,1326.05,1332.6,657957.0,-1.0
30-Oct-24,1339.8,1349.9,1324.8,1343.95,324321.0,-1.0
29-Oct-24,1334.3,1342.9,1320.5,1338.95,363373.0,-1.0
28-Oct-24,1338.0,1353.15,1322.0,1334.3,384134.0,-1.0
25-Oct-24,2687.7,2687.7,2645.0,2655.45,735248.0,-1.0
24-Oct-24,2675.0,2687.6,2647.0,2679.95,433695.0,-1.0
23-Oct-24,2681.0,2715.0,2671.0,2677.7,424807.0,-1.0
22-Oct-24,2739.9,2751.9,2680.8,2687.3,189138.0,-1.0
21-Oct-24,2739.65,2748.0,2716.05,2738.25,197010.0,-1.0
18-Oct-24,2706.65,2736.0,2683.2,2717.55,709736.0,-1.0
17-Oct-24,2738.7,2738.7,2705.0,2713.45,831186.0,-1.0
16-Oct-24,2687.9,2728.55,2676.0,2708.0,317636.0,-1.0
15-Oct-24,2718.95,2744.0,2681.25,2687.9,643574.0,-1.0
14-Oct-24,2761.7,2761.7,2736.5,2745.2,252419.0,-1.0
11-Oct-24,2742.0,2767.05,2738.0,2742.2,441282.0,-1.0
10-Oct-24,2764.35,2772.0,2740.0,2742.05,365450.0,-1.0
9-Oct-24,2802.7,2802.7,2744.15,2750.1,320542.0,-1.0
8-Oct-24,2760.0,2802.75,2728.6,2796.05,159251.0,-1.0
7-Oct-24,2799.95,2799.95,2722.9,2740.95,561201.0,-1.0
4-Oct-24,2814.0,2835.95,2766.0,2773.8,1120117.0,-1.0
3-Oct-24,2870.3,2899.95,2775.0,2815.25,3544881.0,-1.0
1-Oct-24,2962.7,2978.0,2926.0,2929.8,734210.0,-1.0
30-Sep-24,3036.0,3044.3,2950.0,2953.8,425373.0,-1.0
27-Sep-24,3000.0,3066.9,2984.0,3052.4,451159.0,-1.0
26-Sep-24,2984.95,3008.0,2976.1,3000.7,151526.0,-1.0
25-Sep-24,2969.25,2993.6,2960.5,2987.45,147398.0,-1.0
24-Sep-24,2979.95,3000.0,2976.4,2979.25,231805.0,-1.0
23-Sep-24,2980.1,3002.75,2979.2,2988.4,298496.0,-1.0
20-Sep-24,2949.0,2991.15,2943.55,2973.1,1703033.0,-1.0
19-Sep-24,2930.95,2953.0,2911.2,2939.35,60806.0,-1.0
18-Sep-24,2940.0,2964.0,2922.0,2926.25,197345.0,-1.0
17-Sep-24,2948.7,2954.0,2933.8,2944.6,180322.0,-1.0
16-Sep-24,2957.5,2961.6,2930.0,2942.9,41420.0,-1.0
13-Sep-24,2954.4,2966.0,2938.7,2944.45,362535.0,-1.0
12-Sep-24,2918.75,2971.0,2892.3,2958.4,344917.0,-1.0
11-Sep-24,2928.95,2937.0,2895.3,2903.1,128675.0,-1.0
10-Sep-24,2924.8,2943.95,2916.0,2923.0,217523.0,-1.0
9-Sep-24,2932.1,2939.0,2912.5,2926.05,218033.0,-1.0
6-Sep-24,2989.9,2996.2,2922.75,2929.85,1020042.0,-1.0
5-Sep-24,3039.45,3052.05,2975.0,2987.15,312253.0,-1.0
4-Sep-24,2995.9,3034.0,2995.9,3029.8,201285.0,-1.0
3-Sep-24,3041.65,3045.0,3015.3,3019.6,206877.0,-1.0
2-Sep-24,3031.65,3053.35,3012.8,3032.8,300104.0,-1.0
30-Aug-24,3083.95,3083.95,3006.95,3019.75,695904.0,-1.0
29-Aug-24,3014.95,3074.8,2988.0,3040.85,545805.0,-1.0
28-Aug-24,3013.95,3015.0,2985.35,2995.75,51098.0,-1.0
27-Aug-24,3023.0,3025.1,2998.0,3000.45,72560.0,-1.0
26-Aug-24,3015.0,3046.15,3005.45,3024.15,195090.0,-1.0
23-Aug-24,3015.4,3022.65,2996.2,2999.95,525496.0,-1.0
22-Aug-24,3001.3,3011.8,2981.35,2995.1,193482.0,-1.0
21-Aug-24,2985.0,3015.85,2980.0,2996.55,90361.0,-1.0
20-Aug-24,2986.25,3007.65,2981.0,2993.35,311800.0,-1.0
19-Aug-24,2967.45,2996.35,2963.0,2977.2,92320.0,-1.0
16-Aug-24,2933.35,2961.0,2916.65,2956.15,623255.0,-1.0
14-Aug-24,2926.5,2943.4,2908.0,2922.65,57087.0,-1.0
13-Aug-24,2925.0,2939.9,2915.6,2926.9,1486008.0,-1.0
12-Aug-24,2932.4,2946.0,2916.2,2921.5,146474.0,-1.0
9-Aug-24,2927.7,2954.05,2912.05,2948.3,381256.0,-1.0
8-Aug-24,2923.0,2927.2,2892.25,2895.5,177212.0,-1.0
7-Aug-24,2945.75,2946.1,2923.0,2929.2,122273.0,-1.0
6-Aug-24,2901.15,2955.35,2901.15,2911.8,194135.0,-1.0
5-Aug-24,2950.05,2960.1,2865.8,2894.7,247164.0,-1.0
2-Aug-24,3000.4,3018.35,2985.8,2998.45,612462.0,-1.0
1-Aug-24,3023.8,3036.9,3009.85,3031.7,69866.0,-1.0
31-Jul-24,3013.95,3020.95,3003.1,3010.25,62664.0,-1.0
30-Jul-24,3034.75,3049.9,3021.15,3025.55,145741.0,-1.0
29-Jul-24,3039.95,3054.0,3025.45,3040.75,59528.0,-1.0
26-Jul-24,2998.75,3025.95,2981.9,3017.85,771164.0,-1.0
25-Jul-24,2961.0,3001.15,2954.7,2982.6,87372.0,-1.0
24-Jul-24,2964.85,3020.0,2953.7,2990.65,164239.0,-1.0
23-Jul-24,3004.95,3012.85,2927.1,2975.65,263864.0,-1.0
22-Jul-24,3070.15,3073.35,2998.8,3001.1,190073.0,-1.0
19-Jul-24,3175.0,3179.0,3104.15,3109.5,573855.0,-1.0
18-Jul-24,3152.0,3186.6,3116.1,3170.35,156250.0,-1.0
16-Jul-24,3192.4,3200.0,3138.15,3151.45,59156.0,-1.0
15-Jul-24,3200.15,3211.45,3171.0,3193.7,159246.0,-1.0
12-Jul-24,3172.8,3209.95,3148.65,3193.45,722287.0,-1.0
11-Jul-24,3178.0,3207.85,3140.65,3163.5,103182.0,-1.0
10-Jul-24,3185.0,3195.0,3126.75,3166.9,70908.0,-1.0
9-Jul-24,3199.95,3201.1,3162.05,3180.15,167556.0,-1.0
8-Jul-24,3179.9,3217.9,3165.0,3202.1,191870.0,-1.0
5-Jul-24,3103.8,3197.65,3096.1,3180.05,758977.0,-1.0
4-Jul-24,3116.95,3134.5,3102.3,3107.9,132481.0,-1.0
3-Jul-24,3130.35,3149.5,3085.2,3105.3,171684.0,-1.0
2-Jul-24,3133.8,3150.0,3113.35,3132.3,157108.0,-1.0
1-Jul-24,3129.95,3157.55,3110.4,3120.35,187606.0,-1.0
