Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-Oct-23,3369.85,3372.5,3330.4,3337.75,3340.847988,155481,7442,519438386,112929,72.63,42.1,-32.1
25-Oct-23,3399.95,3425.9,3377,3389.85,3400.044622,32271,3979,109722840,14485,44.89,48.9,-10.1
23-Oct-23,3475,3480.1,3401.7,3409,3440.610515,26553,4465,91358531,15099,56.86,78.4,-66
20-Oct-23,3454.7,3500.45,3444.05,3494.25,3479.151297,391507,19967,1362112087,135510,34.61,56.4,39.55
19-Oct-23,3473.95,3478.35,3451.85,3454.75,3463.117045,216685,4389,750405517,200616,92.58,26.5,-19.2
18-Oct-23,3507.1,3523.55,3485,3487.15,3503.04415,35991,4011,126078062,25271,70.21,38.55,-19.95
17-Oct-23,3536.95,3536.95,3503.35,3506.65,3516.571749,79395,9268,279198214,48148,60.64,33.6,-30.3
16-Oct-23,3564.95,3574.95,3517.75,3524.15,3539.126571,41613,5565,147273674,26396,63.43,57.2,-40.8
13-Oct-23,3529.95,3579.2,3525,3570.3,3567.194607,326628,22207,1165145640,57205,17.51,54.2,40.35
12-Oct-23,3585,3588.75,3539,3542.25,3557.302675,205521,23545,731100403,120532,58.65,49.75,-42.75
11-Oct-23,3664,3664,3606,3610.2,3620.683947,530680,10655,1921424557,484580,91.31,58,-53.8
10-Oct-23,3639.95,3650,3601.9,3629.2,3624.241072,57937,5992,209977655,28387,49,48.1,-10.75
09-Oct-23,3654,3680,3630,3637.25,3653.540509,136192,11229,497582989,60541,44.45,50,-16.75
06-Oct-23,3590,3634.25,3576.95,3620.2,3610.82278,251185,17693,906984520,25538,10.17,57.3,30.2
05-Oct-23,3557.95,3624,3553.65,3589.1,3587.009756,64884,6492,232739541,31167,48.03,70.35,31.15
04-Oct-23,3485.6,3546,3477,3536.65,3501.523667,282695,8597,989863233,232685,82.31,69,51.05
03-Oct-23,3531.05,3534.75,3480,3515.25,3507.518172,110749,9261,388454130,71491,64.55,54.75,-15.8
29-Sep-23,3535,3568,3506,3530.75,3541.684654,83502,10470,295737752,32460,38.87,62,-4.25
28-Sep-23,3599.95,3602.55,3528.8,3537.25,3581.846845,374575,3962,1341670282,359092,95.87,73.75,-62.7
27-Sep-23,3595.95,3613,3555.6,3587.65,3588.373435,26350,3159,94553640,10882,41.3,57.4,-8.3
26-Sep-23,3577.4,3593.1,3536.35,3583.15,3563.439553,113520,10717,404521658,90385,79.62,56.75,5.75
25-Sep-23,3599.9,3611,3560.05,3577.45,3578.894989,84429,5782,302162525,72980,86.44,50.95,-22.45
22-Sep-23,3580.05,3633.05,3564.55,3602.65,3603.125823,32498,4575,117094383,14414,44.35,68.5,22.6
21-Sep-23,3590,3604.25,3528.1,3583.95,3558.070235,103196,11587,367178616,52444,50.82,76.15,-6.05
20-Sep-23,3561.05,3625,3561.05,3606.55,3612.627451,32742,3720,118284648,16285,49.74,63.95,45.5
18-Sep-23,3583.95,3618.95,3574.05,3604.9,3604.188309,85875,9548,309509671,64307,74.88,44.9,20.95
15-Sep-23,3562,3606.5,3562,3599.85,3590.815895,49097,4493,176298288,24699,50.31,44.5,37.85
14-Sep-23,3567.85,3597.65,3546.05,3559.15,3565.32023,24854,2660,88612469,9824,39.53,51.6,-8.7
13-Sep-23,3562.55,3588,3545.05,3565.55,3565.630017,36826,3805,131307891,17553,47.66,42.95,3
12-Sep-23,3485.05,3589.85,3484.05,3580.6,3545.046215,102261,8759,362519971,46146,45.13,105.8,95.55
11-Sep-23,3451.15,3484.5,3445.1,3479.35,3471.911451,93745,10436,325474339,67224,71.71,39.4,28.2
08-Sep-23,3445.05,3463.5,3435.1,3443.25,3445.087382,189880,14305,654153192,36639,19.3,28.4,-1.8
07-Sep-23,3445.95,3462,3423,3455.55,3442.443303,37771,6066,130024526,21331,56.47,39,9.6
06-Sep-23,3429.55,3443.6,3400,3429.85,3426.597405,36225,3001,124128491,23220,64.1,43.6,0.3
05-Sep-23,3417.85,3447,3406,3427.85,3435.807218,41368,3635,142132473,24785,59.91,41,10
04-Sep-23,3371.05,3432.55,3370.05,3417.85,3403.721864,36795,3473,125239946,20401,55.44,62.5,46.8
01-Sep-23,3359.05,3389,3357.05,3379.2,3379.108706,47394,6585,160149478,23822,50.26,31.95,20.15
31-Aug-23,3392.2,3416.5,3345,3357.05,3378.869939,25911,2894,87549899,11576,44.68,71.5,-35.15
30-Aug-23,3390,3408.65,3382.05,3390.05,3398.840338,116058,7842,394462612,86112,74.2,26.6,0.05
29-Aug-23,3376.05,3389.4,3366,3377.65,3377.139158,63180,4732,213367652,52380,82.91,23.4,1.6
28-Aug-23,3386.05,3391.8,3360,3375,3375.291884,82413,7090,278167930,72929,88.49,31.8,-11.05
25-Aug-23,3375,3385,3350,3380.6,3370.488666,155554,12857,524292994,68135,43.8,35,5.6
24-Aug-23,3405,3413.55,3378.35,3388.8,3392.013152,101202,10422,343278515,70029,69.2,35.2,-16.2
23-Aug-23,3383.3,3401.9,3375.9,3399.45,3393.34783,130854,7017,444033137,63954,48.87,26,16.15
22-Aug-23,3401.75,3410,3366,3383.25,3381.173184,69816,6468,236059987,40484,57.99,44,-18.5
21-Aug-23,3367,3409,3366.95,3401.75,3394.233392,62020,6538,210510355,33009,53.22,42.05,34.75
