Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
19-September-2024,1918.50,1924.20,1878.25,1894.15,1897.264057073485570273,260296,10634,493850245.00,127892,49.13,45.95,-24.35
18-September-2024,1940.00,1940.00,1882.00,1892.35,1897.419229925935835832,269091,13487,510578438.00,164143,61.00,58.00,-47.65
17-September-2024,1949.75,1958.20,1942.45,1952.65,1952.202802547770700636,70650,2380,137923128.00,47152,66.74,15.75,2.90
16-September-2024,1940.25,1952.00,1932.45,1949.75,1945.469669781830287185,123161,6497,239605990.00,66700,54.16,19.55,9.50
13-September-2024,1950.35,1958.70,1935.45,1944.30,1950.347642373954480322,300090,9679,585279824.00,137377,45.78,23.25,-6.05
12-September-2024,1921.25,1956.00,1910.80,1950.35,1926.916489346611059097,211482,13909,407508153.00,111895,52.91,45.20,29.10
11-September-2024,1913.00,1926.00,1904.85,1910.80,1917.826249939732896195,165928,6700,318221074.00,117210,70.64,21.15,-2.20
10-September-2024,1905.00,1935.00,1896.60,1912.90,1923.543222003929273084,162880,7948,313306720.00,97979,60.15,38.40,7.90
9-September-2024,1885.05,1920.50,1885.05,1894.70,1911.292815183009489380,221300,11332,422969100.00,132402,59.83,35.45,9.65
6-September-2024,1931.15,1935.90,1896.70,1902.20,1907.259554753921903750,274994,17270,524484934.00,,,39.20,-28.95
5-September-2024,1923.15,1938.90,1910.05,1933.00,1919.999394100451767207,94075,5170,180623943.00,50221,53.38,28.85,9.85
4-September-2024,1907.60,1928.20,1900.75,1922.05,1908.907791043367467321,105955,4815,202258325.00,60379,56.99,27.45,14.45
3-September-2024,1964.90,1965.00,1936.00,1940.20,1953.478661095940638960,103637,4867,202452668.00,63535,61.31,29.00,-24.70
2-September-2024,1943.00,1975.05,1942.95,1964.10,1961.425164854043053665,151346,7223,296853853.00,88294,58.34,32.10,21.10
30-August-2024,1943.90,1950.00,1928.15,1943.30,1936.903880689535721122,219394,12807,424945090.00,40480,18.45,21.85,-0.60
29-August-2024,1935.00,1950.00,1920.60,1932.40,1936.958886042263631217,171353,11787,331903716.00,90420,52.77,29.40,-2.60
28-August-2024,1904.50,1950.20,1896.90,1939.20,1934.058905972427624746,336061,17662,649961770.00,190862,56.79,53.30,34.70
27-August-2024,1881.70,1902.00,1874.00,1900.15,1895.296143271727508782,130940,7851,248170077.00,91298,69.72,28.00,18.45
26-August-2024,1870.00,1888.35,1866.75,1875.95,1879.866303554848123093,120624,8452,226756993.00,77291,64.08,21.60,5.95
23-August-2024,1878.95,1880.25,1856.55,1862.35,1863.670303747950267046,322603,12535,601225631.00,93469,28.97,23.70,-16.60
22-August-2024,1882.35,1893.30,1869.90,1879.95,1881.074743592881795706,81706,6368,153695093.00,28813,35.26,23.40,-2.40
21-August-2024,1874.00,1879.95,1866.65,1872.25,1871.327699314002421167,86735,5632,162309608.00,53010,61.12,13.30,-1.75
20-August-2024,1880.05,1885.70,1868.35,1873.50,1877.283314781516682364,70074,3408,131548751.00,44542,63.56,17.35,-6.55
